2023-06-09 18:55:13;6
2023-06-09 18:55:15;17
2023-06-09 18:55:16;23
2023-06-09 18:55:18;26
2023-06-09 18:55:19;31
2023-06-09 18:55:20;34
2023-06-09 18:55:22;37
2023-06-09 18:55:23;40
2023-06-09 18:55:24;42
2023-06-09 18:55:25;48
2023-06-09 18:55:26;51
2023-06-09 18:55:27;53
2023-06-09 18:55:29;57
2023-06-09 18:55:30;59
2023-06-09 18:55:31;62
2023-06-09 18:55:32;65
2023-06-09 18:55:33;70
2023-06-09 18:55:34;73
2023-06-09 18:55:35;76
2023-06-09 18:55:36;78
2023-06-09 18:55:38;81
2023-06-09 18:55:39;84
2023-06-09 18:55:40;87
2023-06-09 18:55:41;89
2023-06-09 18:55:42;95
2023-06-09 18:55:43;98
2023-06-09 18:55:44;100
2023-06-09 18:56:49;99
2023-06-09 18:56:51;98
2023-06-09 18:56:53;97
2023-06-09 18:56:54;96
2023-06-09 18:56:56;95
2023-06-09 18:56:59;94
2023-06-09 18:57:01;93
2023-06-09 18:57:03;92
2023-06-09 18:57:04;91
2023-06-09 18:57:07;90
2023-06-09 18:57:09;89
2023-06-09 18:57:11;88
2023-06-09 18:57:12;87
2023-06-09 18:57:14;86
2023-06-09 18:57:17;85
2023-06-09 18:57:19;84
2023-06-09 18:57:21;83
2023-06-09 18:57:22;82
2023-06-09 18:57:25;81
2023-06-09 18:57:27;80
2023-06-09 18:57:29;79
2023-06-09 18:57:30;78
2023-06-09 18:57:32;77
2023-06-09 18:57:35;76
2023-06-09 18:57:37;75
2023-06-09 18:57:39;74
2023-06-09 18:57:40;73
2023-06-09 18:57:43;72
2023-06-09 18:57:45;71
2023-06-09 18:57:47;70
2023-06-09 18:57:49;69
2023-06-09 18:57:50;68
2023-06-09 18:57:53;67
2023-06-09 18:57:55;66
2023-06-09 18:57:56;65
2023-06-09 18:57:58;64
2023-06-09 18:58:04;62
2023-06-09 18:58:05;61
2023-06-09 18:58:06;60
2023-06-09 18:58:09;59
2023-06-09 18:58:11;58
2023-06-09 18:58:13;57
2023-06-09 18:58:14;56
2023-06-09 18:58:16;55
2023-06-09 18:58:19;54
2023-06-09 18:58:21;53
2023-06-09 18:58:22;52
2023-06-09 18:58:24;51
2023-06-09 18:58:27;50
2023-06-09 18:58:29;49
2023-06-09 18:58:31;48
2023-06-09 18:58:32;47
2023-06-09 18:58:35;46
2023-06-09 18:58:37;45
2023-06-09 18:58:39;44
2023-06-09 18:58:40;43
2023-06-09 18:58:42;42
2023-06-09 18:58:45;41
2023-06-09 18:58:47;40
2023-06-09 18:58:48;39
2023-06-09 18:58:50;38
2023-06-09 18:58:53;37
2023-06-09 18:58:55;36
2023-06-09 18:58:57;35
2023-06-09 18:58:58;34
2023-06-09 18:59:00;33
2023-06-09 18:59:03;32
2023-06-09 18:59:05;31
2023-06-09 18:59:06;30
2023-06-09 18:59:08;29
2023-06-09 18:59:11;28
2023-06-09 18:59:13;27
2023-06-09 18:59:14;26
2023-06-09 18:59:17;25
2023-06-09 18:59:19;24
2023-06-09 18:59:21;23
2023-06-09 18:59:22;22
2023-06-09 18:59:24;21
2023-06-09 18:59:27;20
2023-06-09 18:59:29;19
2023-06-09 18:59:31;18
2023-06-09 19:01:26;6
2023-06-09 19:01:27;14
2023-06-09 19:01:28;17
2023-06-09 19:01:29;20
2023-06-09 19:01:31;26
2023-06-09 19:01:32;29
2023-06-09 19:01:33;31
2023-06-09 19:01:34;34
2023-06-09 19:01:35;37
2023-06-09 19:01:36;40
2023-06-09 19:01:37;42
2023-06-09 19:01:39;48
2023-06-09 19:01:40;51
2023-06-09 19:01:41;53
2023-06-09 19:01:42;57
2023-06-09 19:01:43;59
2023-06-09 19:01:44;62
2023-06-09 19:01:45;65
2023-06-09 19:01:47;70
2023-06-09 19:01:48;73
2023-06-09 19:01:49;76
2023-06-09 19:01:50;78
2023-06-09 19:01:51;81
2023-06-09 19:01:52;84
2023-06-09 19:01:53;87
2023-06-09 19:01:54;89
2023-06-09 19:01:56;95
2023-06-09 19:01:57;98
2023-06-09 19:01:58;100
2023-06-09 19:02:24;99
2023-06-09 19:02:26;98
2023-06-09 19:02:28;97
2023-06-09 19:02:31;96
2023-06-09 19:02:32;95
2023-06-09 19:02:34;94
2023-06-09 19:02:36;93
2023-06-09 19:02:39;92
2023-06-09 19:02:40;91
2023-06-09 19:02:42;90
2023-06-09 19:02:44;89
2023-06-09 19:02:46;88
2023-06-09 19:02:48;87
2023-06-09 19:02:50;86
2023-06-09 19:02:52;85
2023-06-09 19:02:54;84
2023-06-09 19:02:57;83
2023-06-09 19:02:58;82
2023-06-09 19:03:00;81
2023-06-09 19:03:02;80
2023-06-09 19:03:04;79
2023-06-09 19:03:06;78
2023-06-09 19:03:08;77
2023-06-09 19:03:10;76
2023-06-09 19:03:12;75
2023-06-09 19:03:15;74
2023-06-09 19:03:16;73
2023-06-09 19:03:18;72
2023-06-09 19:03:20;71
2023-06-09 19:03:22;70
2023-06-09 19:03:24;69
2023-06-09 19:03:26;68
2023-06-09 19:03:28;67
2023-06-09 19:03:30;66
2023-06-09 19:03:33;65
2023-06-09 19:03:34;64
2023-06-09 19:03:36;63
2023-06-09 19:03:38;62
2023-06-09 19:03:40;61
2023-06-09 19:03:42;60
2023-06-09 19:03:44;59
2023-06-09 19:03:46;58
2023-06-09 19:03:48;57
2023-06-09 19:03:51;56
2023-06-09 19:03:52;55
2023-06-09 19:03:54;54
2023-06-09 19:03:56;53
2023-06-09 19:03:59;52
2023-06-09 19:04:00;51
2023-06-09 19:04:02;50
2023-06-09 19:04:04;49
2023-06-09 19:04:06;48
2023-06-09 19:04:09;47
2023-06-09 19:04:10;46
2023-06-09 19:04:12;45
2023-06-09 19:04:14;44
2023-06-09 19:04:17;43
2023-06-09 19:04:18;42
2023-06-09 19:04:20;41
2023-06-09 19:04:22;40
2023-06-09 19:04:24;39
2023-06-09 19:04:27;38
2023-06-09 19:04:28;37
2023-06-09 19:04:30;36
2023-06-09 19:04:32;35
2023-06-09 19:04:35;34
2023-06-09 19:04:36;33
2023-06-09 19:04:38;32
2023-06-09 19:04:40;31
2023-06-09 19:04:42;30
2023-06-09 19:04:44;29
2023-06-09 19:04:46;28
2023-06-09 19:04:48;27
2023-06-09 19:04:50;26
2023-06-09 19:04:53;25
2023-06-09 19:04:54;24
2023-06-09 19:04:56;23
2023-06-09 19:04:58;22
2023-06-09 19:05:01;21
2023-06-09 19:05:02;20
2023-06-09 19:05:04;19
2023-06-09 19:05:06;18
2023-06-09 19:05:08;17
2023-06-09 19:05:11;16
2023-06-09 19:05:12;15
2023-06-09 19:05:14;14
2023-06-09 19:05:16;13
2023-06-09 19:05:19;12
2023-06-09 19:05:20;11
2023-06-09 19:05:22;10
2023-06-09 19:05:24;9
2023-06-09 19:05:26;8
2023-06-09 19:05:29;7
2023-06-09 19:05:30;6
2023-06-09 19:05:32;5
2023-06-09 19:05:34;4
2023-06-09 19:05:37;3
2023-06-09 19:05:38;2
2023-06-09 19:05:41;1
2023-06-09 19:58:46;3
2023-06-09 19:58:48;6
2023-06-09 19:58:49;9
2023-06-09 19:58:50;14
2023-06-09 19:58:51;17
2023-06-09 19:58:52;20
2023-06-09 19:58:53;22
2023-06-09 19:58:54;25
2023-06-09 19:58:55;28
2023-06-09 19:58:57;31
2023-06-09 19:58:58;34
2023-06-09 19:58:59;39
2023-06-09 19:59:00;42
