2023-06-10 20:01:15;50
2023-06-10 20:01:17;48
2023-06-10 20:01:20;45
2023-06-10 20:01:22;42
2023-06-10 20:01:23;39
2023-06-10 20:01:27;33
2023-06-10 20:01:30;31
2023-06-10 20:01:32;28
2023-06-10 20:01:33;25
2023-06-10 20:01:35;22
2023-06-10 20:01:38;19
2023-06-10 20:01:40;16
2023-06-10 20:01:41;14
2023-06-10 20:01:43;11
2023-06-10 20:01:45;8
2023-06-10 20:01:48;5
2023-06-10 20:01:50;2
